#{"t_start": 1774926247.269751, "env_id": "None"}
r,l,t
39.14511,46,0.127422
16.061723,103,0.357768
29.968243,147,0.590446
10.701272,119,0.859995
7.903153,68,1.033156
-2.312688,114,1.286439
25.112531,68,1.467373
15.741158,40,1.611812
52.911158,34,1.776865
31.131343,104,1.968819
21.978801,149,2.199236
0.551213,73,2.411089
22.600264,60,2.586026
80.928647,34,2.719364
52.647732,54,2.8912
42.492523,83,3.08661
20.619461,55,3.34153
42.459193,68,3.569707
28.491624,116,3.782451
18.897192,33,3.948776
58.384098,54,4.117298
-13.941543,132,4.609143
1.622065,115,4.927585
45.977203,44,5.090823
33.155772,63,5.244971
32.914202,52,5.425986
28.064293,55,5.60775
1.228467,60,5.75155
54.62435,51,5.917698
28.124955,29,6.066864
9.951948,96,6.262809
24.932124,49,6.417927
22.392479,142,6.681586
51.074998,29,6.840829
51.757178,53,7.01598
31.00097,53,7.175319
5.519435,129,7.40414
85.359538,16,7.529198
57.318068,42,7.668854
26.598549,78,7.844957
17.583352,70,8.008342
32.114419,48,8.161263
-4.752351,88,8.350435
37.626757,75,8.561035
9.287693,55,8.73509
29.592807,91,8.944334
-11.744213,133,9.204464
88.668565,76,9.427152
26.204605,52,9.560878
10.982917,61,9.73465
48.187689,39,9.865951
2.327169,127,10.082082
13.738576,91,10.267107
50.296626,76,10.442382
38.922316,47,10.625953
-4.211568,65,10.779853
14.279419,31,10.894324
11.337721,76,11.100526
66.298583,52,11.256056
6.477743,47,11.389579
17.620334,107,11.590375
43.688242,62,11.761576
13.609404,44,11.950569
68.823298,47,12.128935
-0.738329,121,12.377528
30.874308,63,12.558811
61.623833,61,12.737107
28.21345,52,12.899588
-12.219779,62,13.09068
23.815233,69,13.297801
56.843643,98,17.79656
42.981,53,17.972719
8.00858,76,18.127509
54.04405,92,18.392806
34.470053,46,18.53899
-0.022189,107,18.916734
38.933634,62,19.122051
44.391975,28,19.255773
56.979934,51,19.421698
43.524701,46,19.571367
7.338952,91,19.794029
35.877955,88,19.968031
36.129766,76,20.14538
37.658539,52,20.318321
39.409745,91,20.526367
60.506219,69,20.703168
33.106416,143,20.965739
33.485101,64,21.147133
34.040167,52,21.355199
41.802428,29,21.464515
74.764971,34,21.634518
81.477997,47,21.811146
25.912408,71,21.962057
0.769528,157,22.22386
37.018149,73,22.418305
26.564293,85,22.655782
-7.266783,184,22.979599
29.254798,61,23.136614
-2.462057,182,23.437893
43.714627,27,23.548943
-30.170494,135,23.836498
54.0005,81,24.03337
14.498791,102,24.223517
29.924157,40,24.373525
63.234672,39,24.574551
29.311403,54,24.711899
35.654882,44,24.924611
55.668188,31,25.080799
24.163981,82,25.282229
29.926557,62,25.457838
-0.928426,124,25.671152
47.839575,37,25.800347
45.130954,94,25.976182
32.573527,42,26.109751
8.791353,65,26.273794
34.728208,75,26.478535
44.426955,54,26.679947
10.041019,64,26.851886
75.554871,32,26.99034
48.673862,30,27.113905
14.933518,52,27.259928
-15.815788,93,27.487037
57.303829,59,27.681701
8.992246,131,27.953854
44.320043,75,28.152107
-12.724998,170,28.425122
15.847453,94,28.650034
29.319663,54,28.823097
56.980265,33,28.924063
42.537575,35,29.096867
82.945116,21,29.225939
36.194893,67,29.46023
32.403532,64,29.634187
-22.547822,129,29.857992
39.470724,75,30.039554
52.575586,54,30.206966
53.654035,68,30.359413
63.722514,32,30.476335
28.223917,30,30.626234
56.314507,52,34.811767
19.899473,24,34.93909
33.978433,107,35.164729
21.940727,92,35.359721
51.907234,101,35.564062
38.00103,60,35.729705
37.425392,69,35.92116
55.46762,66,36.251994
-15.157293,151,36.519212
65.415185,65,36.682784
47.413022,20,36.82791
39.239976,123,37.048335
43.676458,65,37.222938
38.545927,46,37.369092
68.049363,53,37.551192
34.703347,59,37.757198
-21.177518,111,37.982388
70.027463,41,38.133322
32.495816,76,38.328174
-11.45909,134,38.58442
34.02327,55,38.759053
6.483624,50,38.902613
76.460587,49,39.080242
-19.13708,200,39.436382
-0.438195,112,39.661191
80.542533,22,39.78436
64.079871,39,39.941595
40.318059,33,40.04917
1.863515,77,40.241953
33.556565,55,40.469082
45.35655,47,40.62769
35.500047,80,40.840777
75.008733,35,40.982061
49.478675,56,41.115661
18.391237,60,41.254318
1.830712,79,41.479939
75.064545,77,41.67015
25.437688,42,41.818926
12.860926,94,42.036667
60.353893,38,42.198192
31.889292,35,42.346196
43.305918,56,42.541857
38.362872,77,42.752347
31.446405,44,42.880299
45.845692,22,42.987929
19.771735,119,43.191333
41.969665,95,43.438003
27.855176,34,43.562795
22.862112,112,43.750591
45.647509,35,43.866982
-5.396286,113,44.124594
8.167553,52,44.303708
25.95809,50,44.468155
50.702581,67,44.654114
39.117734,48,44.850617
31.68169,33,44.991347
82.077299,55,45.153986
48.075085,35,45.28443
10.007099,100,45.500976
7.201203,42,45.650053
36.637505,52,45.815569
65.382178,57,45.96992
33.49597,133,46.252713
45.465154,44,46.42445
24.689035,92,46.667931
11.512348,92,46.896669
39.962422,19,46.98771
45.661947,67,47.16468
61.802716,42,47.279642
49.232219,55,47.427758
14.585105,35,47.586836
1.73399,82,47.776862
21.258883,57,47.938102
74.104051,35,48.084042
54.282799,61,48.318057
7.442897,155,52.56084
19.835226,90,52.771263
14.080936,84,52.968526
69.189811,34,53.111602
26.84067,58,53.28581
-7.765882,67,53.440288
16.525409,81,53.86593
57.845531,78,54.060454
39.612268,51,54.244527
18.356755,100,54.482897
42.461834,60,54.702435
74.54178,57,54.873368
82.385075,63,55.053735
59.11029,71,55.210853
14.427903,126,55.43841
13.870034,81,55.602921
36.619922,88,55.772682
37.234534,59,55.960554
39.70986,37,56.098265
49.112815,89,56.297568
33.845052,54,56.457023
