#{"t_start": 1775333452.0448534, "env_id": "None"}
r,l,t
84.96091,37,3.145243
56.872027,78,3.283647
50.464201,119,3.558182
59.862482,67,3.746791
53.868587,163,4.04454
53.607259,91,4.28795
76.657473,77,4.507459
57.226864,97,4.927468
46.856114,72,5.135224
73.992917,64,5.329234
53.038598,94,5.560723
75.812594,119,5.818201
58.809211,75,6.047834
50.227933,185,6.41085
65.269827,39,6.691295
84.963251,46,6.903632
66.610335,34,7.077847
25.199028,233,7.525216
92.002275,94,7.73948
56.773739,141,8.049506
69.252008,121,8.321887
46.350635,140,8.601956
63.216994,74,8.789903
62.403344,40,8.975352
65.236722,42,9.134434
82.745645,63,9.320755
102.423893,36,9.479071
110.934168,67,9.679583
62.667547,35,9.839787
92.308008,40,10.008465
55.997567,112,10.261959
95.131426,143,10.576267
86.171875,25,10.720022
75.744194,105,10.953726
60.34856,52,11.113989
60.559517,45,11.283067
57.781074,86,11.521362
88.026311,35,11.66523
76.413682,82,11.858705
79.890081,72,12.06335
37.122546,160,12.388889
59.888939,52,12.592492
59.338786,51,12.762206
63.063351,68,12.98406
48.730764,158,13.304377
62.835353,62,13.487549
88.54411,50,13.634402
69.003493,70,13.817439
64.173186,77,14.049084
40.112309,184,14.397387
81.104929,92,14.612549
67.119841,52,14.772756
63.489461,45,14.960626
54.091017,136,15.237521
70.939609,131,15.494787
58.797718,88,15.700227
60.38407,48,15.856741
70.989385,100,16.092115
37.939703,215,25.09194
98.273831,63,25.381676
60.403978,63,25.66313
103.966228,55,25.875728
61.577768,79,26.208405
60.215284,47,26.385519
74.628467,68,26.597367
86.053538,31,26.738769
70.885737,120,27.033983
53.523053,130,27.317459
83.36403,59,27.489627
77.859208,56,27.673828
54.816851,216,28.209772
106.349903,47,28.364077
52.339459,90,28.609068
63.280176,57,28.828149
79.253098,60,29.044867
62.441713,67,29.254224
87.122033,43,29.410127
60.2821,137,29.706242
57.001783,45,29.86836
65.894383,45,30.060549
68.435676,18,30.192517
56.729063,138,30.502689
56.70173,49,30.656718
64.595931,73,30.830605
59.300977,53,31.03548
54.155238,56,31.219763
58.037,99,31.474882
81.911573,63,31.668762
52.970528,121,31.922086
57.209976,176,32.285481
91.079508,39,32.443193
59.593771,116,32.710565
45.843303,111,32.943223
127.593133,38,33.070837
51.937235,77,33.309538
61.912625,38,33.455706
77.986228,129,33.718645
105.031418,106,33.997944
100.767911,49,34.19867
80.766372,59,34.415369
50.049652,101,34.864092
73.14906,91,35.105087
78.618776,117,35.473849
55.411502,94,35.876314
63.346744,37,36.03594
109.247728,45,36.203973
94.391468,50,36.3877
86.205757,49,36.572714
60.726377,69,36.758043
66.655741,64,36.959121
75.709116,85,37.181433
101.626493,52,37.360643
62.615255,50,37.548658
81.517684,55,37.680985
60.172537,34,37.819754
70.598393,37,37.9802
54.186216,96,38.233812
65.008824,148,38.549537
56.689465,89,38.73053
61.088586,53,38.898129
62.26961,51,39.047872
47.717979,127,39.354212
60.002104,61,48.404335
100.699956,48,48.57288
54.052594,89,48.774169
82.489085,65,48.971051
69.184988,175,49.686507
51.822294,130,49.992837
105.107475,39,50.173338
63.191712,24,50.346577
56.919034,74,50.57939
106.863055,91,50.859956
90.453724,23,50.998091
81.179598,65,51.221396
79.280453,80,51.42358
59.910595,49,51.609021
59.444085,69,51.827778
49.028979,83,52.02863
100.144614,32,52.182982
64.447721,51,52.342789
54.141466,72,52.539457
99.501485,89,52.755425
65.070696,27,52.897843
90.599458,58,53.075612
107.799932,36,53.208998
54.634097,76,53.417418
75.094203,116,53.66187
78.924277,77,53.851931
108.993426,70,54.075185
84.290625,63,54.257181
63.095251,57,54.450387
78.993638,57,54.629745
81.358947,46,54.786757
75.739639,102,55.024107
133.053963,27,55.145655
88.321663,23,55.283346
85.914915,42,55.45158
56.711676,120,55.73523
54.732431,64,55.959733
87.591555,50,56.152977
78.790777,47,56.382742
64.82559,25,56.543482
48.872894,166,56.867033
70.714712,16,57.003736
83.395232,35,57.175421
56.419198,95,57.412848
53.934578,56,57.627867
83.656473,28,57.766473
88.304845,69,57.978445
89.846727,36,58.12448
53.707213,97,58.370803
66.917684,24,58.524077
146.055626,18,58.642775
67.253823,63,58.806589
68.701742,33,58.992357
58.995163,71,59.218132
69.118987,54,59.400295
44.874865,178,59.736244
78.195594,41,59.898615
69.104748,37,60.044295
77.543603,73,60.262706
101.373147,52,60.430298
61.959581,105,60.664828
52.66333,118,60.918016
66.467973,33,61.085222
47.595136,108,61.340785
63.424198,99,61.583017
57.64687,43,61.755702
78.02286,54,61.915185
90.107889,45,62.080097
124.493196,26,62.226902
82.04483,73,62.676649
84.272999,41,62.843239
85.000333,36,63.011524
40.898989,180,63.371438
67.535395,53,63.563148
65.544103,41,63.73202
55.934296,116,63.998013
60.491299,31,64.151898
85.240101,69,73.306304
66.682208,60,73.497336
50.121567,80,73.696448
79.757749,43,73.857359
110.243858,84,74.085046
83.847274,38,74.282098
83.598121,73,74.60348
59.712639,73,74.807777
71.287069,35,74.973421
90.571481,86,75.226662
103.494543,59,75.430742
82.069587,46,75.588612
75.534509,52,75.73237
66.480589,67,75.913481
66.631667,50,76.094214
85.461838,34,76.449505
67.825136,22,76.603573
52.963271,100,76.828298
96.411045,62,77.037186
51.668184,81,77.294001
82.291811,44,77.487648
59.001674,47,77.668159
57.679107,86,77.930745
91.496518,78,78.176719
82.126516,58,78.348848
55.115798,87,78.575127
52.804487,57,78.746132
59.953208,83,78.934
95.351591,60,79.154589
39.093327,181,79.743881
87.949559,54,80.047573
96.163237,85,80.45017
108.310586,18,80.666827
81.026121,58,80.949831
97.847692,34,81.206013
132.07917,17,81.338177
82.858607,50,81.528457
79.227919,63,81.771738
100.11582,49,81.938397
72.393096,44,82.138637
46.274644,119,82.432839
81.087829,31,82.596815
68.192652,51,82.756732
62.98347,52,82.943455
61.824675,39,83.087563
97.013134,76,83.305753
103.077567,45,83.474063
106.490176,29,83.60517
77.694686,46,83.772311
61.598469,75,83.980184
57.284106,80,84.213239
69.950939,53,84.403843
68.404196,39,84.563572
103.995733,41,84.718752
44.906891,175,85.079293
71.613337,49,85.253049
59.957561,34,85.408707
66.51237,71,85.610762
61.878803,59,85.788318
60.703614,101,86.041151
66.894978,43,86.226091
86.763286,20,86.376776
83.695792,66,86.544
64.988635,34,86.672971
44.93096,151,86.973387
77.879,74,87.216928
69.795304,101,87.710044
46.968779,88,87.936486
60.700576,54,88.1129
108.302666,78,88.315605
70.790234,24,88.42569
110.436755,27,88.552895
59.676287,52,88.762862
70.893514,28,88.915398
66.595588,41,89.08858
56.925714,77,89.351116
64.190464,58,89.742656
64.218563,31,89.894773
103.281576,50,90.087216
116.224162,64,90.281794
106.194117,32,90.413494
87.552015,22,90.547542
87.946774,52,90.710813
88.744373,44,99.433764
57.895675,128,99.703563
66.783923,113,99.958717
89.95926,69,100.156972
99.770463,77,100.415508
85.758638,36,100.672365
55.873752,78,100.90106
74.476542,59,101.085338
105.560409,37,101.246851
79.172732,44,101.425068
86.307538,22,101.536861
70.48289,94,101.752215
68.102668,34,101.924856
57.557557,61,102.093319
52.624143,86,102.32707
80.890872,54,102.725724
54.505695,127,103.012555
110.160671,39,103.20564
54.460242,87,103.410526
60.37012,110,103.696981
65.845775,33,103.863139
57.381898,91,104.083126
104.115464,61,104.289281
65.333156,47,104.450291
57.29556,36,104.604886
79.059459,67,104.800364
99.403608,32,104.952885
105.477272,27,105.086409
58.220158,79,105.314832
95.972879,20,105.438592
69.817155,54,105.610729
66.333209,58,105.775602
83.100026,77,106.003653
45.057997,138,106.304921
62.001911,21,106.417176
71.670282,69,106.604481
102.947515,27,106.73819
102.098211,47,106.898283
100.915139,43,107.079782
62.963603,47,107.264412
85.377092,72,107.494952
65.676843,23,107.599429
82.853824,76,107.785977
77.372752,34,107.947865
93.457499,20,108.091192
129.223157,27,108.245815
54.636295,108,108.489579
55.154663,52,108.63414
101.542426,48,108.838779
55.117074,80,109.349118
67.147666,39,109.571746
89.004369,38,109.782803
73.259134,46,110.045457
90.409054,76,110.391794
61.935838,65,110.655638
89.090258,11,110.798227
63.94363,94,111.054835
59.87747,68,111.263024
60.047568,93,111.52445
44.008693,163,111.842629
80.611557,67,112.058815
102.527157,39,112.268541
65.286235,32,112.429584
75.890433,82,112.648836
56.087596,98,112.896308
101.211523,90,113.115315
65.38643,30,113.266013
95.168277,39,113.441874
80.661906,25,113.57466
74.008792,63,113.758244
58.945513,55,113.971475
52.153099,113,114.234553
83.396418,76,114.647963
71.361326,47,114.809575
99.017192,24,114.935607
114.201977,66,115.133095
70.3134,81,115.359743
71.571472,127,115.630301
67.046364,139,115.950047
58.57287,96,125.237555
68.711227,40,125.402615
60.136361,77,125.598014
110.354066,37,125.754791
103.718172,54,125.90619
69.818267,27,126.04755
70.109219,41,126.338753
91.900574,72,126.57822
62.158306,36,126.747799
92.08149,31,126.912869
58.958808,86,127.375506
131.969776,12,127.49488
87.633552,42,127.666353
68.732028,32,127.829296
83.862186,61,128.024676
70.229085,34,128.168242
71.267355,44,128.31704
79.460714,51,128.512281
83.941768,34,128.643822
66.180714,29,128.79079
58.359306,155,129.134681
82.373403,76,129.333245
83.885564,69,129.530237
55.147548,96,129.765114
100.301557,24,129.908476
