#{"t_start": 1774952325.9389632, "env_id": "None"}
r,l,t
38.445474,56,0.197361
25.021665,75,0.350294
16.429517,95,0.518399
95.827539,22,0.622194
7.085005,59,0.751019
3.495752,174,1.002536
-17.516514,162,1.220456
44.146689,156,1.437851
-2.415044,98,1.598127
47.748185,57,1.728135
-21.269529,101,1.903139
12.037571,51,2.03719
14.740162,132,2.251527
-2.012434,75,2.405427
18.985268,69,2.548248
35.423894,52,2.677285
2.78189,61,2.856142
23.828623,59,3.022307
54.459009,46,3.163354
49.541625,73,3.308229
41.691851,60,3.451543
23.785522,34,3.547105
-115.391681,300,5.385458
13.15183,76,5.583927
7.276635,50,5.719128
27.791072,98,5.916915
15.091503,112,6.089345
-5.537204,98,6.243026
31.727305,51,6.357269
31.871057,62,6.491199
35.730199,35,6.620528
71.751919,34,6.727692
22.859727,59,6.842796
37.601119,45,6.956071
23.045622,50,7.067816
13.651427,66,7.191401
21.800004,82,7.342739
-21.855933,74,7.512695
29.825377,72,7.636685
55.885986,111,7.806851
24.490617,13,7.923326
44.201222,55,8.032046
63.032819,21,8.140728
54.327101,89,8.320338
30.341782,46,8.455787
-8.618361,111,8.62449
30.630681,58,8.750751
47.99609,60,8.871028
13.428288,55,9.026486
45.478988,37,9.146145
-3.099782,86,9.294163
-14.812318,86,9.457123
3.703902,52,9.599
1.243117,82,9.75919
61.872401,34,11.31159
75.231771,41,11.434342
34.576741,44,11.546142
70.375071,24,11.631962
29.31996,147,11.834413
28.251647,73,11.973939
4.324719,159,12.185242
27.629999,51,12.318523
32.440619,43,12.430424
8.471965,84,12.585451
23.311261,46,12.710197
39.76815,63,12.862816
23.13128,81,12.993683
-2.386478,62,17.96934
59.921435,38,18.072729
-0.421116,74,18.247883
25.347449,46,18.375459
33.719445,29,18.463222
27.142227,176,18.703573
2.531022,93,18.850458
58.597205,44,18.9691
27.563995,38,19.095533
0.563401,81,19.244916
27.740692,58,19.391099
59.483515,28,19.527265
33.294785,55,19.91486
20.239698,86,20.072737
13.586602,106,20.248588
40.299451,44,20.40231
35.3113,63,20.534205
35.077313,25,20.68462
61.065446,34,22.226183
1.520809,80,22.393888
7.201517,121,22.569336
34.92908,49,22.693684
72.400458,72,22.842215
53.091697,16,22.940997
29.61308,44,23.062771
49.468939,41,23.185538
27.433016,92,23.347044
9.185262,45,23.464307
44.290674,122,23.627256
68.983983,14,23.720454
27.956244,85,23.87253
38.399707,82,24.031469
-35.470131,160,24.249633
4.929723,115,24.40982
71.024057,34,24.50559
30.523655,105,24.700599
53.025633,104,24.860778
-15.17822,201,25.095948
36.847367,15,25.205998
50.829071,43,25.33152
20.978066,34,25.433821
2.901802,74,25.562367
31.792483,35,25.671622
74.916895,24,25.774027
39.706408,33,25.883247
32.655596,40,25.975461
49.01405,60,26.110436
-1.252691,137,27.797799
49.94126,25,27.936867
59.035867,41,28.060501
24.927557,56,28.19643
60.165064,50,28.337935
34.724558,64,28.492577
27.214514,94,28.671599
17.226567,70,28.819991
21.250265,31,28.9102
49.915187,81,29.040059
46.929626,54,29.178448
22.905315,77,29.361895
40.114298,84,29.492799
55.311337,76,29.632461
47.100521,44,29.735023
63.18689,32,29.841045
18.900977,63,29.966677
19.704872,99,30.156187
46.826603,52,30.304411
39.160368,42,30.437883
48.546978,50,30.557605
39.319585,31,30.673044
37.232778,58,30.827605
65.261057,50,30.977057
67.566181,64,31.123625
54.7591,29,31.233314
45.307637,48,31.378865
32.718845,56,31.492748
54.281749,22,31.605975
28.435271,44,31.732564
35.874099,83,31.88541
31.663409,42,31.985861
16.037089,44,32.112544
32.180016,64,36.935289
58.570277,34,37.037267
39.776549,49,37.150804
62.603325,20,37.23438
52.451455,43,37.370402
35.853621,44,38.941189
56.142275,37,39.074503
46.072166,60,39.20852
66.09523,44,39.323713
39.228203,30,39.444274
59.024919,21,39.577319
39.665574,15,39.672565
28.837285,39,39.825791
53.021905,22,39.95265
48.837402,22,40.04813
69.310633,37,40.177504
40.729453,69,40.301185
36.484281,41,40.400801
38.256947,17,40.508697
50.416017,47,40.617025
60.847352,26,40.711032
52.478545,36,40.839329
60.834289,39,40.977567
20.537031,102,41.154942
-4.958511,121,41.330678
38.001289,68,41.462672
46.016671,54,41.604716
37.193408,18,41.704712
40.389504,30,41.807142
56.326569,15,41.905834
49.730887,38,42.020944
60.124317,20,42.129572
33.099232,46,42.251534
25.208579,49,42.366701
43.310272,40,42.483803
36.313066,41,42.628844
65.416328,40,42.739669
50.801838,33,42.830198
19.476691,37,42.944444
72.669902,26,43.050036
6.885641,89,43.19175
38.548306,55,43.321978
58.170768,24,43.408341
35.330479,61,43.553014
25.994615,42,43.660024
10.950257,52,43.76417
50.858635,29,43.871901
44.988511,20,43.981858
21.104462,34,44.101383
40.90939,62,44.225423
52.492189,33,44.348352
63.910053,28,44.439482
67.654667,21,44.543815
60.225667,19,44.640492
24.079547,70,44.797775
49.422903,46,46.398745
39.223689,41,46.573712
32.261248,57,46.682075
43.475208,23,46.788199
70.90696,24,46.903369
23.18847,42,47.067307
53.313761,46,47.242127
26.104044,47,47.351055
71.487487,15,47.423164
55.662216,32,47.543869
63.373503,26,47.639304
44.706874,15,47.747627
34.877637,45,47.870011
58.883492,29,47.954447
72.89107,32,48.08945
55.979254,25,48.174387
22.05266,43,48.298151
28.869093,63,48.431064
27.978654,53,48.538592
24.957884,52,48.668503
50.064911,64,48.810346
39.072541,26,48.905627
33.16688,44,49.045646
55.021279,16,49.136922
83.401063,20,49.239617
43.070955,56,49.380562
26.564522,48,49.495748
78.739476,35,49.629788
84.460879,17,49.739063
93.945851,14,49.821196
42.079373,37,49.927164
61.659941,16,50.023673
34.703487,61,50.167757
53.879051,20,50.264748
41.685484,23,50.393281
30.560199,52,50.503485
51.424811,87,50.664543
50.508752,86,50.831326
45.925291,38,50.927138
14.898906,63,51.060079
