#{"t_start": 1774652742.9250383, "env_id": "None"}
r,l,t
-62.221942,54,0.086092
-82.055039,46,0.133687
-42.406739,65,0.213805
-68.551288,45,0.283178
-86.805967,114,0.425734
-61.737986,93,0.518245
-52.566172,63,0.578507
-68.277878,17,0.599866
-68.970578,34,0.638683
-22.608495,27,0.669146
-85.262854,68,0.732714
-27.668897,36,0.770229
-67.997483,19,0.794649
-54.60043,53,0.849019
-18.881114,19,0.87499
-56.714044,15,0.891817
-68.660655,61,0.949756
-65.16964,73,1.02091
-9.364099,65,1.091145
-48.129938,19,1.112557
-16.854667,43,1.155194
-39.083516,85,1.241006
-60.034882,47,1.312063
-61.646143,54,1.392717
-62.695705,64,1.452905
-70.67193,49,1.506298
-31.092881,26,1.538792
-23.28457,37,1.583815
-26.685828,75,1.648264
-49.665258,67,1.71098
-71.159226,16,1.728556
-55.104759,60,1.781285
-48.893602,19,1.805349
-3.924874,38,1.847024
-51.541186,85,1.92486
-64.452567,20,1.94678
-79.746122,36,1.985391
-61.243527,48,2.031808
-84.123827,107,2.138364
-31.610304,35,2.172903
-57.64528,51,2.232876
-11.999004,24,4.083755
-49.235148,18,4.124526
-43.602579,91,4.221904
-35.299026,24,4.247872
-29.825319,80,4.328576
-56.18493,62,4.39681
-59.042744,59,4.466544
-64.732565,150,4.641582
-23.933785,48,4.690032
-33.937992,38,4.731541
-30.574793,52,4.785211
-63.229118,58,4.838439
-53.037559,72,4.904296
-51.438476,15,4.923182
-72.957304,89,5.002037
-14.534463,82,5.072493
-71.960961,150,5.215053
-84.814115,128,5.32783
-57.890148,39,5.366323
-70.175522,100,5.496785
-57.160206,65,5.588399
-63.981742,89,5.682003
-60.120559,49,5.731457
-41.334172,38,5.767088
-38.127703,60,5.823622
-54.269569,70,5.886528
-49.772297,40,5.922341
-21.54885,87,6.003463
-72.170463,66,6.064821
-62.38817,77,6.131874
-48.967563,150,8.285018
-40.646616,65,8.361357
-41.001979,150,8.495687
-27.378334,150,8.675067
-15.871803,150,8.838203
-46.948714,24,8.862635
-54.94218,111,8.960445
-64.189049,73,9.029453
-23.489899,134,11.458351
-54.160805,150,11.593415
-27.472663,54,11.645092
-55.158552,43,11.692434
-18.679236,111,11.858497
-55.832976,78,11.944138
-78.51685,64,12.003614
-48.213214,81,12.081151
-51.746763,16,12.101341
-59.342814,150,12.230832
-46.193232,150,12.375076
-47.13004,150,12.507048
-46.462241,150,14.542232
-23.114138,150,14.681822
-34.784945,150,14.832427
-34.039975,129,15.002306
-34.528399,150,15.133311
-53.203317,150,15.268734
-49.145991,150,15.421246
-69.25962,150,15.546664
-69.864327,47,15.594995
-36.949282,96,15.698328
-31.478345,79,15.769541
-21.097316,30,15.812117
-74.733097,72,15.921997
-55.5371,150,16.080514
-70.071933,46,16.124851
-56.646987,150,16.25406
-23.812232,150,16.388166
-45.949755,150,18.350509
-37.104216,150,18.51626
-19.561784,71,18.582165
-39.950702,150,18.719702
-33.106954,150,18.846265
-22.885007,129,18.956038
-50.102167,126,19.111883
-23.716855,150,19.293012
-42.704655,150,19.431872
3.675418,90,19.524814
-40.158227,150,19.657431
-28.850725,145,19.779786
-24.506379,150,19.910386
-31.292918,150,22.231929
-9.031923,80,22.335145
-48.774147,87,22.415856
-65.037335,126,24.29561
-6.982884,100,24.431975
-36.10923,150,24.576833
-38.614083,150,24.722677
-28.83744,150,24.855859
-39.470046,150,24.980959
-53.948032,99,25.069508
-19.954228,150,25.213058
-4.639234,150,25.374769
-19.312534,129,25.512634
-33.972157,150,25.650739
-53.467483,150,25.792108
-29.568153,150,25.924133
-15.30793,150,26.049701
-16.395952,86,26.131499
-39.782929,150,27.940219
-43.699807,150,28.083712
-33.455479,150,28.225802
-39.413736,150,28.383657
-26.21911,116,28.534557
-44.833344,150,28.675189
-20.04552,150,28.818194
-32.323717,150,29.075066
-36.681066,150,29.235803
-43.174617,150,29.374998
-34.900401,150,29.554663
-44.363753,150,29.709237
-53.421089,150,29.858884
-39.318493,150,29.993367
-49.117401,150,31.845726
-32.03083,150,31.978206
-22.579887,150,32.107404
-41.186336,150,32.241645
-36.100201,150,34.702928
-36.012172,150,34.916291
-36.887858,150,35.048847
-27.76655,150,35.181914
-34.863777,150,35.314351
-13.763887,150,35.465125
-17.244065,150,35.599166
-19.006764,150,35.732882
-34.953027,150,35.910682
-28.862633,150,37.641029
