#{"t_start": 1774553418.6306534, "env_id": "None"}
r,l,t
-3.432398,1,5.745242
-8.3,1,5.773457
-4.234949,1,5.792121
-3.022449,1,5.810329
-5.3625,1,5.828709
-3.197449,1,5.846805
-1.784949,1,5.867427
-3.722449,1,5.887379
-3.703699,1,5.906039
-4.257398,2,5.925917
-5.90625,1,5.948849
-3.3,1,5.965948
-2.734949,1,5.983972
-8.5625,1,6.001562
-3.647449,1,6.020483
-6.1875,1,6.039352
-6.1875,1,6.057398
-6.919898,1,6.076409
-3.347449,1,6.095764
-3.863648,1,6.114988
-8.984949,1,6.136225
-6.534949,1,6.153968
-6.328699,1,6.171514
-3.925,1,6.196399
-8.8625,1,6.215728
-4.154847,1,6.23316
-5.8875,1,6.250573
-3.357398,1,6.270147
-8.572449,1,6.286187
-6.084949,1,6.301018
-6.759949,1,6.314356
-3.46875,1,6.327215
-6.329847,1,6.345316
-3.7125,2,6.366676
-3.657398,1,6.386417
-3.6375,1,6.405592
-6.309949,1,6.422811
-6.694898,1,6.443134
-3.807398,1,6.460661
-8.65625,1,6.480965
-6.422449,1,6.500412
-3.723597,1,6.519081
-3.75,1,6.536886
-4.094898,1,6.55546
-2.00995,1,6.572697
-2.859949,2,6.592136
-6.357398,1,6.60961
-3.347449,1,6.627109
-6.309949,1,6.645178
-3.282398,1,6.662819
-3.769898,1,6.678256
-8.45,1,6.700203
-6.169898,1,6.717889
-3.076148,1,6.736637
-6.309949,1,6.754309
-3.813648,1,6.772191
-6.4125,1,6.789749
-8.609949,1,6.806757
-3.525001,1,6.82395
-3.6375,1,6.841852
-8.647449,1,6.860156
-3.244898,1,6.878326
-6.1875,1,6.902194
-3.525001,1,6.921862
-3.459949,1,6.939989
-2.934949,1,6.957357
-3.647449,1,6.975507
-6.6375,1,6.99321
-6.4125,1,7.011142
-6.347449,1,7.030407
-3.6375,1,7.048771
-3.525001,1,7.068202
-6.572449,1,7.084878
-8.572449,1,7.100396
-2.384949,1,7.117209
-3.929847,1,7.134192
-3.39375,1,7.153333
-5.05,1,7.172137
-3.226148,1,7.193115
-6.309949,1,7.210424
-10.782398,2,7.232458
-8.3375,1,7.250532
-5.05,1,7.269392
-8.8625,1,7.286696
-3.822449,1,7.304886
-2.1875,1,7.324149
-3.197449,1,7.341994
-2.122449,1,7.360239
-3.16875,1,7.377884
-3.684949,1,7.397421
-6.534949,1,7.415838
-3.122449,1,7.434721
-6.771046,1,7.455086
-4.609949,1,7.472676
-6.609949,1,7.490736
-8.4125,1,7.507389
-3.75995,1,7.525251
-3.3,1,7.546873
-6.488648,1,7.564719
-6.919898,1,7.583631
-3.684949,1,7.598725
-5.05,1,7.609597
-6.4125,1,7.626047
-8.301147,1,7.642686
-6.657398,1,7.658866
-8.984949,1,7.676341
-6.1125,1,7.694516
-3.13125,1,7.718426
-2.85,1,7.736257
-2.85,1,7.751141
-6.554847,1,7.76857
-6.657398,1,7.787245
-8.54375,1,7.806118
-3.525001,1,7.824618
-4.188648,1,7.84308
-8.8625,1,7.861736
-3.338648,1,7.880181
-6.4125,1,7.899101
-3.525001,1,7.917689
-9.032398,1,7.936665
-2.85,1,7.954762
-1.934949,1,7.980708
-6.6375,1,7.997789
-6.084949,1,8.016335
-3.375,1,8.033373
-2.625,1,8.051614
-6.517347,1,8.069426
-6.301148,1,8.086454
-5.594898,2,8.104744
-8.628698,1,8.122214
-3.929847,1,8.138469
-3.244898,1,8.154906
-5.6875,2,8.172613
-6.525,1,8.188472
-3.75995,1,8.203927
-3.422449,1,8.222585
-5.934949,1,8.240268
-1.019898,1,8.264463
-3.713648,1,8.2841
-3.422449,1,8.302818
-3.197449,1,8.321756
-3.525001,1,8.339289
-3.122449,1,8.357806
-2.82245,1,8.37591
-3.075,1,8.392659
-1.8125,1,8.410193
-3.909949,2,8.429931
-9.154847,1,8.448374
-3.525001,1,8.467319
-6.1875,1,8.485704
-2.2625,1,8.503347
-3.15,1,8.521456
-3.029847,1,8.540337
-5.369898,2,8.560031
-8.788648,1,8.577504
-3.4125,1,8.598268
-3.197449,1,8.617074
-2.00995,1,8.635024
-3.103699,1,8.651584
-3.647449,1,8.669028
-8.8625,1,8.687351
-6.047449,1,8.70591
-6.084949,1,8.723037
-6.403699,1,8.744593
-2.868751,1,8.764069
-4.494898,1,8.783584
-10.266199,2,8.803668
-6.028699,1,8.8213
-3.939796,1,8.839627
-2.7375,1,8.859265
-0.272449,1,8.877369
-9.022449,1,8.896662
-6.602296,1,8.914228
-6.028699,1,8.93281
-3.309949,1,8.95204
-3.75995,1,8.96951
-3.197449,1,8.993195
-2.625,1,9.012797
-3.647449,1,9.030958
