#{"t_start": 1774648588.8699725, "env_id": "None"}
r,l,t
-60.158135,28,4.570429
-46.965121,42,4.645072
-88.75565,110,4.86661
-34.455032,100,5.053607
-16.45865,33,5.105026
-85.577075,59,5.189405
-23.606808,27,5.234654
-55.54491,26,5.278846
-37.157148,59,5.356112
-69.672162,39,5.411263
-50.548227,29,5.45288
-80.431412,33,5.50153
-86.149236,125,5.671722
-70.559468,126,5.912853
-73.55759,139,6.132947
-71.957815,42,6.185915
-52.491939,66,6.263673
-64.710011,85,6.364377
-5.799533,19,6.393395
-69.651872,42,6.447405
-61.264101,26,6.481891
-49.379237,72,6.629972
-42.521624,27,6.736697
-64.916175,62,6.842829
-59.018876,39,6.916945
-61.927717,74,7.129974
-25.102822,13,7.165318
-56.376935,43,7.235583
-78.314012,70,7.309399
-19.814005,60,7.378162
-50.190245,102,7.486499
-66.882742,30,7.525142
-42.944459,39,7.570495
-50.851135,54,7.649209
-65.276068,135,9.999244
-69.453014,27,10.050075
-54.276369,108,10.237624
-35.492552,37,10.297892
-62.626486,52,10.373412
-73.220597,63,10.48342
-60.233165,142,10.691469
-62.819892,62,10.808419
-42.304876,127,10.992862
-50.834512,28,11.026122
-77.941872,123,11.207819
-69.045398,107,11.364247
-87.736306,85,11.509202
-36.990366,57,11.589222
-10.431988,33,11.646553
-48.438442,93,11.761809
-49.530656,36,11.949853
-60.429374,85,12.205874
-33.435708,65,12.327405
-55.529183,98,12.44717
-42.533,60,12.538435
-35.79332,34,12.604729
-70.288518,146,12.942156
-13.987903,38,13.038881
-57.647826,36,13.147797
-49.020582,52,13.279113
-44.902454,29,13.353952
-39.16328,42,13.404614
-53.3733,80,13.493266
-10.988329,43,13.553665
-55.638039,73,15.88432
-49.83739,56,15.975005
-49.053542,69,16.082645
-40.477075,86,16.194192
-55.635422,49,16.276159
-59.265048,47,16.362222
-85.055806,48,16.42242
-57.698924,81,16.508052
-51.850079,34,16.547824
-16.05993,26,16.578031
-33.996125,56,16.644481
-44.280062,86,16.729405
-9.218547,91,16.820944
-38.566367,32,16.856114
-68.320888,123,20.099658
-40.492063,59,20.179118
-56.955022,84,20.272112
-49.913877,87,20.366608
-59.560595,82,20.489814
-5.361658,64,20.613833
-48.316026,66,20.720411
-40.397473,40,20.773993
-65.297595,44,20.832
-47.350706,96,20.945117
-47.535297,59,21.056064
-44.54199,44,21.121696
-48.797427,88,21.232363
-38.613773,53,21.296705
-58.172253,63,21.372988
-29.495418,105,21.518743
-43.682526,83,21.639953
-29.782093,73,24.202926
-28.399902,72,24.310253
-1.474688,39,24.359498
-74.872379,51,24.427995
-58.59335,87,24.530783
-90.786806,150,24.747061
-49.807921,58,24.83703
-37.802611,77,24.968344
-61.702319,150,25.247754
-48.430822,52,25.310282
-29.875023,150,25.495528
-63.195705,70,25.599567
-49.242495,84,25.713556
-36.410774,54,25.779476
-66.799723,43,25.831958
-37.239647,150,26.031025
-60.17778,124,26.276138
-47.157933,48,26.348041
-53.20216,41,26.41426
-65.855958,36,26.468678
-18.605313,119,26.653119
-53.938436,70,26.755305
-54.632079,89,26.878723
-35.505644,76,26.98142
-30.74564,90,27.143465
-40.957588,101,30.148028
-51.312109,129,30.369969
-41.80811,150,30.575238
-44.333051,61,30.661939
-30.328137,150,30.876417
-53.953236,150,31.059196
-39.339425,150,31.293152
-25.762269,29,31.346847
-47.764507,59,31.444909
-28.30827,57,31.542321
-28.373916,33,31.609013
-35.900157,28,31.672336
-4.51658,70,31.793333
-18.535613,109,31.927126
-72.565406,43,31.987607
-35.014451,128,32.130925
-9.200539,119,32.260697
-78.761946,150,32.475077
-23.386994,70,32.569692
-60.299342,58,35.785232
-51.137325,142,36.054441
-57.256093,47,36.135027
-26.58139,16,36.161114
-58.383544,49,38.542734
-19.202732,121,38.70625
-65.57038,150,38.905094
-36.485782,86,39.054374
-37.736421,150,39.257594
-46.939805,89,39.357095
-22.546236,150,39.529267
-66.436845,112,39.651978
-38.410292,52,39.717905
-77.743511,76,39.818695
-49.135257,74,39.923212
-42.936266,150,40.158067
-45.725376,67,40.28655
-59.119779,115,40.452801
-59.87458,150,40.688075
-53.668986,143,40.883705
-58.935784,112,41.039181
-34.031061,39,41.097032
-65.459373,150,41.353652
-47.49307,68,44.010864
-32.476959,150,44.252428
-59.302366,150,44.518407
-53.917751,149,44.760733
-46.382874,127,44.928344
-57.19014,150,45.11876
-44.560259,88,45.2524
-30.482963,51,45.340298
-67.353252,137,45.567366
-30.950197,150,45.800168
-50.695685,150,46.012631
-50.738309,118,46.194656
-43.048885,150,46.424543
-44.454525,150,46.661656
-49.728061,150,46.896893
-44.902607,22,46.938594
-20.425351,150,49.921006
-10.233409,124,50.106506
-24.642213,150,50.271887
-25.104814,150,50.436623
-33.161737,150,50.655031
-39.42074,133,53.773072
-40.352716,146,54.01856
-22.236448,77,54.117165
-24.767643,75,54.224299
-33.748262,150,54.464964
-36.854766,150,54.656886
-33.201608,150,55.196274
-6.643828,58,55.292338
-24.098034,150,55.503998
-56.047353,67,55.576918
-41.317357,150,55.72174
-48.437037,150,57.988509
-38.067365,150,58.179862
-31.824931,150,58.35184
-40.559498,150,58.611683
-27.337258,150,58.769176
-40.662719,150,58.953004
-35.585254,150,59.138522
-63.58072,82,59.227684
-43.003526,98,59.329149
-50.966445,107,59.445086
-40.472353,150,59.671914
-36.970041,150,59.858584
-26.833157,71,59.940137
-38.507058,150,60.121131
-33.729891,150,60.446781
-35.346384,71,60.556298
-48.051755,150,62.706005
