#{"t_start": 1775312873.9172983, "env_id": "None"}
r,l,t
44.644393,96,3.499686
46.654782,88,3.707795
58.632721,54,3.962375
37.858875,144,4.304534
62.490757,67,4.490321
82.406814,48,4.660931
8.943567,193,5.140453
60.766283,29,5.291296
24.742971,127,5.643009
52.904655,108,6.012181
72.674927,64,6.237686
71.692727,70,6.473378
40.386898,87,6.699318
58.327543,69,7.045831
54.880716,59,7.281116
47.213258,65,7.497318
130.254727,24,7.693724
46.239676,85,7.931862
51.516658,56,8.167772
60.630014,69,8.42713
58.51329,122,8.712957
89.247811,14,8.837192
51.745272,71,9.061289
41.49317,105,9.308636
-3.288151,182,9.684671
49.532926,135,9.993235
99.194534,29,10.161118
54.020871,38,10.349243
104.082592,43,10.542218
-38.459551,256,11.055876
68.438827,81,11.274289
86.17675,22,11.392802
62.747497,40,11.567001
86.548789,36,11.742033
59.587073,111,12.026172
45.161336,68,12.23192
60.396699,66,12.50329
89.560666,90,12.739226
55.266388,118,13.059071
55.339197,49,13.307896
85.831682,51,13.547976
52.281483,47,13.754715
83.755269,45,13.97613
29.266305,138,14.381288
16.59973,120,14.730545
57.757836,120,15.082874
42.51856,115,15.550084
53.972478,49,15.853633
97.026826,85,16.121696
63.373587,38,16.379775
65.083867,138,16.756113
93.063901,64,16.955174
64.558449,59,17.156508
26.930716,153,17.572622
85.60544,92,17.898011
86.58029,54,18.068449
-21.236562,263,18.57211
55.683345,74,18.766816
80.08685,44,28.15694
52.016997,78,28.37239
51.325387,48,28.571975
83.08107,55,28.733677
67.996479,131,29.005327
29.910229,135,29.264872
55.648397,79,29.493091
98.940633,61,29.716785
72.09658,48,29.964898
94.802726,173,30.297552
99.967832,46,30.470899
30.545265,107,30.702705
56.003509,40,30.868734
43.958094,96,31.096499
97.885316,38,31.267408
131.757614,49,31.429705
61.067836,68,31.599772
40.507376,86,31.840779
52.70783,91,32.217256
49.326333,84,32.422725
112.272901,15,32.56862
42.442754,75,32.79766
91.558342,72,32.980181
80.384999,39,33.168166
48.347854,81,33.436986
61.939289,81,33.71876
83.277693,40,33.914505
59.076942,35,34.112094
44.304335,87,34.331696
56.152884,53,34.505269
32.640834,126,34.866807
104.543021,23,35.086737
91.535745,71,35.294878
53.592653,66,35.463261
122.487983,27,35.581475
28.562748,125,35.905831
54.185936,127,36.309794
46.095504,106,36.573258
76.52652,59,36.848043
52.4706,55,37.099853
62.218876,53,37.346262
42.443127,120,37.659902
38.540976,71,37.856481
31.8399,151,38.183916
47.452345,93,38.38534
51.059762,63,38.664289
40.592424,78,38.896594
87.444154,26,39.036363
104.834422,85,39.226799
57.196244,45,39.380959
50.286212,99,39.61792
61.508628,62,39.783182
102.803606,34,39.931114
42.584649,84,40.379224
66.304557,41,40.581235
96.176204,35,40.741108
107.166413,56,40.950506
62.018763,22,41.101026
59.81425,44,41.290691
44.089408,98,41.510412
81.146795,39,41.673724
113.660615,55,41.871371
85.054667,42,42.048301
66.703446,90,42.289723
61.381973,91,42.521671
49.46276,120,42.877976
29.67528,147,43.245723
51.268026,59,43.50629
109.133749,45,43.710806
35.028907,66,56.615462
86.672744,37,56.860338
58.245285,14,56.998697
44.876845,96,57.365964
82.105282,46,57.616657
64.2415,41,57.809916
91.983453,33,57.979847
111.314654,28,58.158347
34.702512,99,58.512601
42.421972,77,58.681532
100.501534,71,58.883469
50.792316,34,59.0602
19.911231,163,59.406527
72.024624,64,59.578026
62.160847,27,59.713802
70.24948,88,60.046384
79.970753,52,60.309155
103.567411,30,60.448303
62.144056,59,60.662128
104.900583,47,60.840587
81.99718,34,60.957238
96.569618,51,61.105406
50.779244,87,61.333005
75.462049,100,61.601598
63.978403,84,61.833077
45.198178,84,62.087018
77.074834,53,62.242661
76.589548,42,62.398741
71.063558,57,62.599562
74.913046,96,62.965537
83.476663,32,63.144693
73.121734,72,63.42228
50.553838,53,63.588084
45.245832,86,63.919716
64.865304,77,64.178924
48.496645,126,64.508973
60.423262,41,64.655207
58.877966,52,64.820444
80.087755,61,64.971345
0.041287,203,65.348812
66.483557,62,65.500744
81.28923,40,65.630043
84.373523,23,65.746752
47.892152,146,66.057606
54.812592,47,66.297483
53.309942,67,66.655106
77.176533,45,67.00365
40.820216,98,67.455631
76.476994,60,67.706954
39.258575,61,67.946995
9.88029,207,68.561915
20.463651,168,68.911086
98.883682,35,69.095599
95.768741,48,69.256621
48.23679,92,69.591794
64.860965,161,70.194453
41.175422,70,70.431037
43.416797,67,70.63108
23.635609,145,70.946817
74.193618,56,71.137944
90.519758,39,71.350876
136.29896,18,71.539376
77.870093,59,71.818313
81.335204,30,72.023241
73.921449,46,72.242712
94.8568,29,72.401295
88.104764,70,72.762755
60.190908,84,73.165301
131.785831,23,73.423643
38.792825,99,73.780842
49.667932,67,74.195633
40.253439,117,74.618061
77.26306,47,86.248389
32.781144,128,86.526756
46.938837,104,86.774918
84.146634,39,87.00232
54.658602,105,87.299698
101.250055,42,87.562808
125.462975,32,87.720694
121.479272,27,87.859854
42.952666,69,88.048437
58.17163,41,88.187616
101.023626,46,88.325581
76.052698,33,88.453884
93.147233,73,88.670991
100.749936,32,88.832302
51.664349,52,88.990583
88.038183,37,89.160104
38.367454,140,89.429875
59.386168,33,89.69408
103.252082,53,89.845583
38.881355,103,90.094896
94.931867,37,90.230684
40.758027,51,90.385683
78.567031,93,90.638864
75.295903,44,90.801949
89.517809,33,90.964956
64.910959,59,91.153908
84.39253,39,91.31699
24.428063,150,91.65045
76.636758,31,91.827964
68.85353,51,91.991268
41.233985,130,92.295619
60.972346,45,92.465426
70.012847,63,92.678868
75.283832,93,92.937101
18.909264,137,93.250039
40.473103,111,93.578859
64.106435,41,93.749243
