#{"t_start": 1775315024.0416613, "env_id": "None"}
r,l,t
76.094687,42,3.015177
24.393044,117,3.192184
101.859354,51,3.350639
75.697907,63,3.525732
71.015202,76,3.725617
55.024287,75,3.912792
75.204009,35,4.054091
57.527268,113,4.305565
65.530213,47,4.450511
64.995811,74,4.624962
65.65391,76,4.838937
5.528614,191,5.263087
65.64052,70,5.594953
48.10099,78,5.829958
103.161114,43,6.018795
75.998854,59,6.213666
74.581349,38,6.358405
42.224899,84,6.557331
139.118171,72,6.747116
54.083028,62,6.93497
40.433162,79,7.177836
54.881121,68,7.377455
114.496041,73,7.547822
125.27194,42,7.691369
63.586195,42,7.862366
88.945597,16,7.956383
-10.512307,235,8.389528
38.757469,61,8.562015
-27.243088,292,9.08474
84.562691,24,9.217517
56.607714,64,9.41469
90.397937,23,9.526195
41.788488,61,9.676392
36.832671,136,9.935655
71.415312,30,10.089553
56.377345,61,10.262749
102.685088,32,10.410662
95.474886,64,10.584482
52.499967,54,10.741571
41.995988,112,10.978994
102.971538,40,11.23275
51.873469,57,11.418357
42.517917,153,11.716245
69.947555,81,11.912366
26.218798,137,12.23247
79.528078,76,12.430981
56.627286,100,12.653699
47.824638,78,12.866654
69.125591,91,13.093539
75.567462,98,13.343396
52.278032,53,13.567151
122.049034,31,13.70388
54.55837,48,14.090067
25.687688,174,14.415522
28.426259,143,14.807934
59.551618,75,14.996995
54.927237,77,15.209494
125.67231,27,15.37215
71.959279,51,15.540231
64.553746,82,15.759054
77.313114,80,15.993119
37.661365,119,16.248357
44.155258,90,16.447332
35.657032,84,25.41175
63.207233,44,25.655116
76.789731,57,25.834663
111.910946,55,26.013673
45.491317,60,26.197637
49.235334,95,26.420668
51.682257,57,26.603608
69.160986,61,26.807
9.440472,217,27.192309
56.308661,63,27.387568
67.287913,97,27.59156
90.498961,108,27.824947
43.358363,175,28.153918
42.685908,76,28.32717
105.030653,64,28.495773
26.668433,127,28.786935
52.312534,31,28.954585
21.218298,200,29.311284
41.491175,72,29.503133
112.868273,62,29.675678
83.539208,35,29.830249
44.750396,142,30.138477
59.143118,42,30.288281
33.640231,69,30.483746
63.102074,109,30.722001
98.550735,37,30.854347
56.392158,95,31.060261
117.394089,49,31.236331
91.077484,77,31.414246
43.955065,63,31.606305
86.943971,43,31.758165
92.473778,51,31.910246
80.976729,62,32.090881
56.851489,67,32.292862
106.166479,36,32.424561
53.882404,62,32.594775
82.894556,36,32.724604
128.073307,54,32.907666
86.76484,86,33.132377
61.792993,55,33.286841
53.720537,124,33.553821
103.541954,51,33.890994
79.328415,107,34.191803
31.444498,110,34.403597
49.902267,57,34.555671
57.531669,52,34.763964
75.624259,96,34.974234
103.825156,51,35.150771
47.530397,78,35.368445
53.42838,81,35.630223
72.205998,86,35.814455
36.917545,121,36.096903
98.818085,25,36.245758
1.966634,194,36.600533
56.672392,49,36.832884
84.232539,33,36.960265
48.341124,140,37.217402
75.198069,43,37.373545
76.982736,74,37.562697
68.727162,77,37.787974
67.275044,35,37.917677
51.536895,53,38.097718
61.319847,38,38.236401
83.031436,67,38.436609
56.185777,84,38.653056
59.860599,54,47.958129
54.515343,56,48.153388
32.75022,76,48.334494
2.42728,196,48.696813
75.587048,91,48.919045
64.140636,116,49.159981
41.388786,68,49.345683
30.534452,150,49.646343
56.177719,68,49.860242
37.586495,103,50.110397
54.165784,62,50.304282
100.368908,41,50.487114
40.198639,99,50.735357
63.51808,72,50.918361
129.18446,42,51.083395
80.220719,41,51.229943
29.974537,128,51.484696
81.815527,60,51.669085
124.438354,14,51.797782
109.540868,32,51.929487
72.101999,88,52.171745
66.14961,88,52.408085
42.026061,132,52.699748
13.795866,82,52.888104
90.662848,51,53.133388
75.947067,103,53.485543
52.9477,161,53.951579
88.619333,59,54.134277
54.112336,69,54.337149
54.237638,47,54.503767
82.773055,35,54.652939
50.678442,72,54.839061
75.61593,74,55.041786
92.99812,75,55.257096
52.481365,64,55.458738
79.368414,61,55.678888
68.62709,23,55.813323
53.084415,49,55.997636
60.916937,98,56.267563
64.237328,28,56.413222
71.715182,57,56.569885
52.076348,86,56.778445
53.61476,45,56.934333
77.588872,97,57.162831
106.654147,31,57.312783
62.753371,37,57.460088
32.627799,125,57.691803
52.350884,81,57.879285
55.377503,66,58.058452
104.222207,31,58.191353
85.971689,30,58.318451
57.039588,67,58.525768
72.998751,66,58.686724
6.811671,210,59.113268
103.711305,44,59.31723
43.063398,104,59.571168
74.774291,33,59.716003
89.291122,29,59.848859
114.036507,44,59.999446
91.376291,57,60.174965
90.341939,87,60.388596
56.756711,79,60.575018
77.841509,82,60.768722
65.984303,39,60.919961
87.5354,105,61.210016
92.781328,85,61.457854
67.374622,75,61.662667
118.591749,56,61.828553
34.062964,109,70.940595
102.517457,39,71.133883
53.41673,89,71.377847
96.5815,21,71.472932
27.762107,151,71.773633
34.550427,136,72.091254
105.897993,68,72.313962
84.927057,26,72.424906
94.936564,65,72.601366
67.896791,59,72.787573
99.846886,29,72.93397
64.20205,87,73.404901
52.724516,64,73.607629
61.024653,50,73.789084
83.532041,56,73.947293
76.119472,49,74.126596
97.911225,47,74.318183
50.026236,77,74.526288
121.107433,48,74.676691
74.837865,58,74.889154
79.871245,81,75.189952
65.031607,33,75.414961
62.547617,36,75.651917
91.995213,44,75.94506
82.390545,68,76.277655
41.69013,101,76.52631
58.308688,90,76.787247
132.861027,29,76.923168
55.896349,44,77.059201
76.479801,78,77.316964
53.026839,61,77.604419
103.159378,43,77.903345
90.466444,34,78.132963
55.074018,46,78.429519
61.964047,35,78.697437
42.26993,94,79.053942
75.717459,42,79.241828
54.667535,49,79.401943
71.803817,45,79.558314
57.134712,60,79.747209
34.858962,72,79.985333
78.458978,53,80.239295
78.31331,64,80.4255
79.678356,32,80.568688
41.916955,68,80.737091
82.967073,45,80.888955
57.357746,105,81.140435
73.406969,51,81.291619
110.195862,38,81.426815
66.507117,82,81.618315
124.365689,21,81.748133
34.066673,110,81.989514
94.400317,59,82.141823
84.962465,32,82.263106
78.573108,67,82.481449
72.543585,50,82.659507
100.295229,50,82.827221
59.03639,51,82.988196
69.777544,50,83.142379
49.593066,75,83.339857
79.902,47,83.500732
70.850615,81,83.707316
61.826819,39,83.840153
62.057242,62,84.035911
113.448783,25,84.172391
63.160576,82,84.37597
71.334698,83,84.594501
105.928599,27,84.748603
97.617669,45,84.915967
94.048,51,85.074492
29.917092,165,85.407014
