#{"t_start": 1775156485.0352058, "env_id": "None"}
r,l,t
31.161608,48,2.75345
33.636359,89,3.59594
-9.545581,78,3.84121
38.205273,61,4.19844
-0.313232,171,4.542436
-61.015291,328,5.093042
-15.869623,202,5.512755
10.318116,47,5.837621
-3.975352,70,6.054144
49.733267,47,6.271798
45.52948,101,6.489572
42.257038,96,6.83789
48.578546,36,7.047119
-18.966403,133,7.413676
55.948522,84,7.643159
-11.791351,164,7.941636
-1.492844,163,8.284168
10.152601,94,8.520381
19.697012,72,8.716433
4.636879,154,8.994231
18.458354,132,9.261999
6.458571,55,9.432433
14.145072,143,9.736996
0.147537,107,9.976668
6.167204,132,10.321417
49.491248,102,10.537205
6.894975,99,10.785839
-2.731732,156,11.130377
-53.943613,195,11.521076
39.828894,60,11.69069
-0.315956,146,11.955494
18.112777,77,12.144781
-2.764718,93,12.454346
69.492845,37,12.631362
-6.278327,180,12.994202
9.622319,166,13.267533
20.492751,116,13.509297
-14.391296,221,13.915523
22.952884,53,14.088511
28.167974,125,14.353715
77.050003,74,14.567844
43.970344,42,14.70803
40.321725,87,14.93049
26.524408,44,15.063567
74.858651,142,20.926625
17.838273,75,21.130828
37.893169,48,21.286344
10.274298,80,21.484264
47.232095,58,21.653923
47.851557,40,21.832676
48.946747,94,22.470587
-0.475625,124,22.839841
19.512702,128,23.092072
7.719314,102,23.311442
24.428882,73,23.507809
1.505551,160,23.813031
30.610929,84,24.043751
6.859022,140,24.309836
52.701645,83,24.490742
47.873524,69,24.679338
30.213568,61,24.854551
-30.528976,241,25.261379
-4.805263,111,25.796473
12.903346,130,26.122268
-24.814021,179,26.474722
66.857306,60,26.644783
16.434218,62,26.825675
19.447656,80,27.033048
37.811071,40,27.177424
15.579625,172,27.462007
37.501075,26,27.582501
76.363896,54,27.767911
8.566425,98,27.986742
18.918356,128,28.226369
-7.985403,134,28.512581
38.250702,44,28.699363
17.247998,46,28.868751
16.521665,82,29.049878
50.386421,33,29.213199
22.997093,83,29.410959
54.588257,28,29.562314
-24.334048,237,30.363353
33.470368,72,30.693426
48.175686,75,30.93514
9.365419,140,31.204195
71.350143,28,31.367499
17.536683,78,31.578801
-3.210347,85,31.795037
20.182567,37,31.967103
25.622907,70,32.175602
-3.20587,85,32.37824
24.788334,103,32.626826
76.02156,41,32.860412
46.303914,61,33.134757
12.206921,108,33.517761
23.959356,102,33.93429
21.589684,94,34.265648
-24.470989,121,34.60049
-15.944368,105,34.955795
23.157709,55,35.17983
-5.192725,63,43.333375
32.356693,22,43.465014
31.598406,75,43.650731
54.210517,30,43.788362
-5.690875,162,44.102269
14.98737,41,44.24292
28.716102,129,44.514095
40.705211,53,44.664948
28.532888,92,44.871313
24.962695,87,45.060746
41.03863,63,45.231569
22.480968,128,45.518298
14.115287,57,45.664316
12.001905,75,45.871571
14.911832,118,46.116389
20.361723,86,46.319659
-6.70107,51,46.494576
18.756959,141,46.790223
56.167175,41,46.952576
6.533199,88,47.194564
47.762916,63,47.423009
27.038475,104,47.667353
48.529081,51,47.82911
27.000442,88,48.027884
44.930131,83,48.205207
43.510306,90,48.441092
-75.959534,320,49.174177
38.946331,87,49.412091
41.141793,26,49.534271
37.621166,72,49.722792
29.557934,93,49.961883
20.228598,91,50.213783
28.902532,85,50.408694
28.352158,121,50.633704
50.610803,37,50.78054
18.741614,100,51.032363
14.586347,94,51.286595
-2.499667,236,51.718524
20.634916,104,51.964997
30.779136,32,52.105567
50.637106,55,52.283541
29.328064,44,52.466305
9.351909,142,52.757314
-4.541364,140,53.029051
16.298925,101,53.250376
61.363884,41,53.371746
29.271172,67,53.551721
6.953011,121,53.805429
24.996245,96,54.045112
-20.409701,130,54.297945
18.329637,39,54.446887
17.606125,30,54.589754
25.261026,167,54.903836
22.296158,43,55.053537
23.932753,74,55.259251
46.157305,48,55.389404
-8.838943,145,61.475475
52.15441,46,61.64974
40.27178,92,61.894011
45.617608,34,62.041803
40.580182,82,62.247057
61.040226,35,62.429203
47.854838,113,62.674823
54.163633,31,62.811203
50.070104,51,62.976078
40.468942,128,63.235262
39.282792,32,63.370788
8.090151,53,63.547966
28.798202,53,63.723769
17.693992,78,63.959628
37.211139,88,64.178985
52.894911,85,64.374092
81.447413,59,64.535612
75.156445,70,64.73801
-0.059592,140,65.040672
26.35894,53,65.2267
6.228835,127,65.499184
10.441464,135,65.758174
23.147431,54,65.92289
28.32105,76,66.191026
17.978942,159,66.493447
15.890665,76,66.694805
12.894913,101,66.927797
67.334259,58,67.126921
13.670234,63,67.288567
41.054613,42,67.441774
31.248111,96,67.653649
29.192955,117,67.897681
45.180432,37,68.042877
13.036522,96,68.270026
19.287205,29,68.400607
32.503135,75,68.601643
10.240486,88,68.825503
22.871571,42,68.959727
42.668223,61,69.160787
13.385362,52,69.316761
40.665827,33,69.457047
38.66547,43,69.595131
43.793292,32,69.753856
21.329925,131,70.039452
39.749472,67,70.247957
42.341426,51,70.418521
38.767783,58,70.583989
29.24795,56,70.752427
44.439207,53,70.928701
15.4344,100,71.146574
21.848106,101,71.391718
-2.803854,155,71.689832
62.450175,29,71.814811
41.622938,41,71.981023
-19.957564,286,72.473511
46.463919,65,72.677358
19.20344,100,72.899284
25.729814,64,73.098325
-30.279269,258,73.564822
48.011294,97,73.796562
26.423411,260,80.080036
32.651872,153,80.39355
42.035755,69,80.596322
47.619323,46,80.740488
12.520554,122,81.017305
37.643239,21,81.128958
-9.322568,101,81.380399
14.068069,120,81.641982
64.340709,50,81.794805
51.62928,52,82.099096
29.758585,88,82.51353
-117.601299,400,83.579633
24.234313,27,83.82406
52.257175,61,84.145344
61.415922,30,84.287281
62.262436,117,84.542586
51.861027,58,84.721287
46.987439,46,84.931287
16.429129,87,85.198314
74.510152,36,85.341843
33.923405,49,85.540881
40.124251,95,85.984372
49.124379,48,86.157181
36.446514,85,86.354812
28.45519,54,86.52161
19.869471,45,86.689672
41.323151,60,86.842227
5.781067,204,87.216576
49.52021,95,87.456587
46.282879,33,87.610235
42.434027,79,87.833452
8.361992,87,88.034081
42.845959,64,88.202019
74.28754,33,88.343709
-2.399375,178,88.651306
34.210685,64,88.82685
52.729102,62,89.107808
41.529623,86,89.347674
-37.47551,233,89.732296
23.99555,40,89.874059
48.631671,64,90.045772
27.928168,101,90.270472
23.084032,70,90.450868
56.044082,68,90.618447
28.632748,51,90.780861
7.883501,171,91.089563
10.871677,73,91.260462
34.273487,131,91.543443
40.556272,77,91.80353
52.104981,54,91.999916
30.753163,69,92.274317
-33.008202,268,92.760375
31.240442,51,92.92807
51.178887,40,93.070805
30.788942,188,93.404727
-31.393375,267,99.673663
14.859791,80,99.891453
19.768702,186,100.259597
26.70307,43,100.410054
32.686969,47,100.574517
-26.297409,146,100.857499
45.516804,79,101.074514
15.628872,85,101.282385
40.30282,61,101.483165
41.080488,20,101.593242
30.456027,155,101.904765
25.646473,53,102.070334
24.239315,88,102.328663
25.987425,35,102.476163
-18.661807,139,102.765717
27.99515,92,102.988106
-4.573503,204,103.340891
11.285256,71,103.514882
52.126427,79,103.702046
21.974018,51,103.867591
-3.31237,129,104.120587
35.526168,55,104.301922
34.077031,135,104.553549
30.449548,60,104.762064
45.085608,19,104.884652
29.001647,72,105.078983
52.710066,109,105.349399
40.65586,45,105.53972
43.251865,81,105.782801
53.193819,148,106.096061
34.777268,81,106.321617
17.979155,46,106.471811
41.134545,107,106.754437
40.347313,124,107.039709
24.311764,130,107.347786
24.333915,46,107.522529
31.058942,74,107.740004
9.804697,90,107.98091
42.911599,46,108.15722
55.902176,52,108.35658
40.853739,32,108.514112
74.427228,41,108.668504
30.214695,148,108.962911
33.232881,131,109.230317
14.038354,60,109.421064
31.048571,144,109.706385
64.759009,26,109.828706
38.065778,62,110.021572
35.276541,68,110.212604
28.397934,71,110.433779
-5.83747,185,110.77697
51.447403,127,111.06192
65.762886,42,111.207787
61.27122,55,111.40478
23.280198,64,111.597403
8.810486,162,111.919261
64.41549,48,112.093946
9.407526,169,118.340879
17.398176,60,118.52098
31.191141,60,118.721937
52.93627,36,118.883114
30.759897,54,119.027846
36.044382,57,119.207836
52.522404,35,119.341261
25.843364,58,119.499788
19.089235,78,119.7174
44.45505,53,119.887515
33.887629,48,120.061804
16.484338,60,120.248253
44.836707,66,120.43693
54.166826,35,120.560778
13.218818,161,120.89579
7.992147,106,121.134734
34.868617,50,121.341499
25.451523,26,121.453841
52.395195,31,121.583295
40.165893,32,121.717668
11.521406,124,121.993754
23.728662,71,122.221029
73.576968,41,122.401601
23.317438,103,122.651649
28.316363,154,122.998673
29.145826,77,123.19091
23.252632,121,123.456784
33.867252,61,123.62147
35.85484,77,123.828777
32.327968,73,124.132854
57.616095,24,124.255733
66.836453,41,124.39988
15.991878,66,124.604477
32.036552,77,124.819966
70.254583,34,124.96654
19.049892,100,125.201322
48.765305,33,125.352807
28.613146,111,125.611322
45.339078,28,125.733005
63.083602,39,125.896658
16.04626,61,126.081182
37.211426,96,126.306506
18.389306,178,126.644313
52.146924,41,126.797477
28.509022,87,127.031013
30.516862,47,127.200962
82.245046,66,127.399375
24.740671,26,127.526613
20.732147,97,127.774017
42.273439,40,127.932711
43.835191,90,128.137722
16.728112,71,128.326193
44.684762,106,128.561641
79.793989,63,128.750583
20.195066,37,128.91457
26.530479,54,129.083516
31.589751,20,129.195998
-4.933387,192,129.578852
32.145292,79,129.785905
12.938693,82,130.051251
41.088558,35,130.200834
22.100977,120,130.494669
41.418386,61,130.677297
59.334967,25,130.807357
37.269052,33,130.969067
33.521764,42,131.130372
58.922121,80,131.337837
45.183438,41,131.489756
8.482146,146,131.774594
55.206413,44,131.928348
35.661832,91,132.148211
-18.195819,150,138.346079
44.767218,67,138.530805
43.460523,106,138.800056
35.289276,31,138.963837
39.597462,102,139.236035
36.906467,71,139.439476
43.167328,27,139.576277
2.657204,119,139.832592
14.88717,109,140.087028
8.119124,89,140.31394
65.351906,85,140.540492
61.029742,52,140.727237
8.457316,188,141.08975
55.857548,60,141.289542
3.465153,79,141.48109
0.094039,247,142.030286
62.200619,37,142.280868
47.612292,34,142.513628
26.709494,79,142.86593
33.564664,135,143.309903
43.680545,46,143.488406
51.880301,63,143.686663
20.182581,72,143.913306
50.837704,78,144.105133
39.445014,54,144.288118
57.259503,32,144.471758
24.907677,201,144.829443
33.994809,54,145.020829
53.549904,60,145.198255
10.519783,100,145.428923
28.475612,134,145.931636
41.266926,85,146.162899
6.995694,62,146.392404
51.696731,31,146.531997
63.020833,74,146.723705
21.501604,69,146.929609
34.161248,104,147.177754
50.090222,31,147.299817
22.00476,112,147.576818
-28.61838,220,147.970618
7.590984,219,148.366068
47.285056,52,148.549668
3.278309,149,148.845854
71.902641,66,149.161733
-24.405462,380,149.876116
18.759256,112,150.147312
52.183249,33,150.307019
17.46617,125,150.563706
17.166778,105,150.787968
22.114313,130,151.080214
74.879382,43,151.230175
21.987665,113,157.449562
65.270666,32,157.59338
16.661534,182,157.980592
33.033491,26,158.088438
82.769798,42,158.235694
35.144555,55,158.414433
41.542242,60,158.592678
31.836656,42,158.732607
1.134097,96,159.052078
22.884497,75,159.235157
8.988383,75,159.440763
12.193549,69,159.640785
53.697129,76,159.850802
43.428787,55,160.000425
16.180292,122,160.266691
23.803188,48,160.446556
41.414424,21,160.586071
21.566397,35,160.736473
38.743964,67,160.913297
42.856195,36,161.050669
28.303047,93,161.298951
28.71361,44,161.465705
8.765066,106,161.696665
45.429318,22,161.80206
39.525961,74,162.020586
6.868293,192,162.361464
35.267074,56,162.530206
25.320544,50,162.715948
20.337678,55,162.899586
42.122544,24,163.036193
40.47162,45,163.198282
43.043264,86,163.416477
-9.022406,155,163.749671
67.858252,83,163.966338
-4.2265,179,164.3132
30.944366,50,164.471891
22.477695,73,164.649109
38.028955,70,164.870332
37.177682,120,165.133476
34.860151,51,165.295864
56.617123,36,165.460035
52.269638,150,165.779765
43.949543,71,165.975857
48.647627,71,166.191872
41.191181,87,166.423716
23.417915,82,166.630148
33.841076,189,166.983691
44.446011,160,167.37183
29.237455,61,167.550905
47.562574,91,167.776212
46.579015,48,167.94636
26.079581,132,168.24762
38.026574,69,168.409429
53.030325,46,168.566114
0.915686,202,168.948298
10.464315,116,169.208492
46.74363,203,169.603795
56.975165,30,169.753567
46.075936,54,169.938488
28.875923,73,170.13736
38.925239,158,170.445848
36.956125,79,176.678026
60.107008,36,176.829921
7.247805,86,177.106086
46.328255,97,177.365079
32.482051,110,177.626564
51.386553,134,177.933556
41.179279,86,178.171142
56.245246,103,178.403033
13.02784,99,178.62833
60.955069,54,178.774011
41.672499,121,179.052732
58.255133,76,179.242183
45.278997,145,179.54997
62.916298,113,179.79016
65.141976,18,179.918907
39.748685,87,180.142061
81.205405,46,180.295778
-4.442486,144,180.636903
31.706754,90,180.895274
66.608053,36,181.057163
42.95264,174,181.433342
57.639642,101,181.682638
41.507212,35,181.857838
42.163657,109,182.123632
38.701683,43,182.290524
43.304439,62,182.483577
40.317877,63,182.677879
48.747167,49,182.851941
72.626081,28,183.001235
68.645078,103,183.248255
29.977782,161,183.599745
6.21117,199,183.998666
11.282357,126,184.289486
52.751358,66,184.473036
25.674369,84,184.674833
21.338013,90,184.927483
6.90147,125,185.192006
40.39577,76,185.385053
32.561025,54,185.538197
56.189238,47,185.712359
16.035996,81,185.941996
23.502239,97,186.18119
99.799336,31,186.328869
45.698871,222,186.732368
30.231282,96,187.035637
26.840822,141,187.442061
21.285352,83,187.646666
55.190886,69,187.847934
48.16533,45,188.00408
33.58268,109,188.250362
59.435809,68,188.467857
17.016133,109,188.723302
38.472862,168,189.063216
13.16011,89,189.318632
71.084675,42,195.431928
39.389918,100,195.688946
25.973829,42,195.846178
41.278411,46,196.038873
20.371944,77,196.243911
42.895592,194,196.651205
8.909225,139,196.982871
24.079816,119,197.274882
51.239102,59,197.439801
