#{"t_start": 1775176895.6176794, "env_id": "None"}
r,l,t
-21.311865,208,0.33162
27.900108,69,0.485465
17.773533,106,0.689275
18.542735,66,0.845177
-2.7252,75,0.994428
-4.680751,63,1.152148
54.698523,52,1.307147
41.187783,80,1.461843
7.142203,101,1.650553
-30.99472,206,1.928429
45.520091,42,2.062882
7.078328,144,2.287408
28.951078,60,2.431518
12.412725,77,2.593108
26.838733,108,2.788792
35.143195,81,2.934935
46.579162,94,3.105495
18.24261,94,3.276602
51.220084,68,3.415691
-43.002859,255,5.450613
-17.588323,209,5.759401
54.106997,18,5.886728
24.162629,101,6.288095
-5.54639,171,6.527737
26.852422,56,6.669308
46.198062,52,6.801481
-7.695946,89,6.952758
45.630774,49,7.082116
15.176405,84,7.246088
-4.3331,165,7.489506
2.865515,90,7.657061
33.061713,72,7.832469
21.153594,64,7.962959
-32.530274,118,8.157728
32.218291,37,8.276275
22.010299,46,8.400234
52.229061,29,8.512727
76.594952,83,8.65581
46.831632,63,8.823277
18.700642,136,9.008889
-5.67633,317,10.919111
30.427548,100,11.171294
18.900073,108,11.516652
30.675572,57,11.678811
40.80038,71,11.848252
44.735026,45,11.983313
28.576877,60,12.133427
42.979538,59,12.317297
37.960124,89,12.486999
25.06868,79,12.631498
18.469097,111,12.82216
54.755394,76,13.002146
24.350085,43,13.10959
36.132925,46,21.098464
-0.822241,121,21.320692
29.380116,83,21.507216
-10.249976,62,21.669262
22.736282,64,21.824959
33.406045,74,21.981002
58.030835,34,22.102968
32.865265,72,22.387324
-40.292442,156,22.614297
36.135108,35,22.778008
11.661188,84,22.953963
28.569727,106,23.137094
-75.451801,240,24.985341
28.710342,49,25.124374
-0.658726,89,25.311378
28.276863,41,25.412772
61.929221,40,25.532254
7.40434,80,25.681199
53.106045,60,25.823708
23.584187,28,25.927979
37.38043,38,26.061076
36.675471,40,26.191545
62.180662,44,26.313288
-4.179023,51,26.432686
49.212891,47,26.568775
58.300877,25,26.669319
11.547582,86,26.847847
49.272962,11,26.963328
28.365431,78,27.105798
30.55585,70,27.242516
65.710628,39,27.371882
32.451009,51,27.529605
51.304565,32,27.627099
60.255507,30,27.752008
27.214369,56,27.912402
26.123032,71,28.066619
2.19148,107,28.259147
35.264583,64,28.411062
43.944093,43,28.520819
61.951565,29,28.616409
38.602946,49,28.741203
24.41313,93,28.920382
7.334032,42,29.060164
-3.114702,113,29.256293
-10.142037,155,29.493383
39.969655,59,29.605264
19.482167,76,29.773488
54.074625,16,29.889169
32.315054,88,31.585194
30.566854,25,31.707574
16.439728,80,31.864536
28.161296,88,32.027709
20.103828,67,32.16217
18.825913,30,32.255271
79.303676,58,32.403699
52.174286,29,32.528423
-9.647617,118,32.707795
25.133063,93,32.873588
27.10325,71,33.039564
32.515089,118,33.227345
-2.405254,96,33.405257
83.863461,68,33.564251
53.97179,68,33.71176
52.442676,48,33.858619
42.141451,46,33.991181
26.446342,43,34.124637
33.827949,72,34.279514
33.348358,126,34.466324
50.493761,29,34.585552
-3.066395,84,34.749898
53.916384,40,34.875451
13.317902,97,35.069753
60.095435,98,35.252059
18.102253,115,42.106016
14.241082,68,42.274611
-7.847974,86,42.444632
46.196574,21,44.255966
20.87056,94,44.464537
24.816922,131,44.689861
21.332817,120,44.884764
47.12605,57,45.030006
27.326022,66,45.200397
34.80681,79,45.382051
35.996129,55,45.543523
31.078752,97,45.736196
29.887174,88,45.914977
11.350656,99,46.08309
46.32314,60,46.220633
33.6096,49,46.346415
49.415518,107,46.553219
45.378154,89,46.715856
33.05336,34,46.818446
66.49853,56,46.967193
33.777071,49,47.136075
73.707289,46,47.27784
22.815539,72,47.456697
31.913576,51,47.57628
39.986282,32,47.681321
12.846925,55,47.816142
60.436114,25,47.920997
15.698325,58,48.065092
42.821268,74,48.239039
54.873311,70,48.39448
49.775636,49,48.514624
51.027579,29,48.615869
47.793648,92,48.780604
48.524807,68,50.460507
51.372521,68,50.644098
40.709178,35,50.775712
40.216246,53,50.89625
30.410356,106,51.124758
70.503041,36,51.24517
57.496567,22,51.373549
11.669705,119,51.606491
45.551866,28,51.725179
85.439622,39,51.831398
33.719882,31,51.929336
36.261581,24,52.044145
19.185824,69,52.181564
42.190125,79,52.338713
74.265342,49,52.480771
26.53653,78,52.644307
53.534852,56,52.780965
24.307136,55,52.924441
78.740073,58,53.057988
51.15219,38,53.173616
36.517406,48,53.318203
69.107873,14,53.442832
47.636979,26,53.547056
39.121823,139,53.769217
21.76659,70,53.914779
38.475104,69,54.067445
27.081807,100,54.255656
57.688339,83,54.411101
75.363279,34,54.51977
12.427829,59,54.677279
38.348968,62,54.814558
31.918543,32,54.927664
45.079978,39,55.0495
27.615882,65,55.202393
-34.991408,340,57.176726
66.504564,31,57.283007
34.978184,73,57.436918
36.784364,80,57.601595
36.641227,61,57.74187
5.159391,207,58.022475
40.308895,49,64.649824
45.585433,107,64.835622
15.251911,155,65.098083
