#{"t_start": 1775318477.8901243, "env_id": "None"}
r,l,t
15.16781,149,2.704412
55.704873,117,2.987082
67.194104,106,3.228713
39.700182,87,3.453876
81.477705,80,3.645964
37.795103,95,3.884053
55.503681,85,4.072687
67.153667,36,4.189885
56.196991,24,4.344304
47.095987,136,4.611969
7.059341,145,4.877643
79.96964,100,5.07743
44.4058,82,5.289725
76.899752,53,5.455596
67.144034,65,5.642386
38.302746,113,5.869066
19.726554,186,6.195107
35.988165,111,6.42181
72.016077,44,6.715889
72.065025,67,6.930896
76.12603,41,7.085422
51.91965,53,7.288656
51.84482,68,7.471812
44.920226,92,7.701086
51.080369,114,7.929777
-3.822177,205,8.315695
50.243209,90,8.669632
66.174938,75,9.026071
36.260709,194,9.679396
49.356248,75,10.027644
65.274624,116,10.397622
48.393587,54,10.57401
67.423847,46,10.723735
51.883803,89,10.919095
56.116522,94,11.147138
48.312809,78,11.346595
46.294575,135,11.660353
84.319845,23,11.779389
35.28876,72,11.968187
65.16355,40,12.171999
62.78313,51,12.387813
36.640195,83,12.62655
62.986297,32,12.752221
55.84288,102,12.964724
53.251578,81,13.153255
54.835083,53,13.341036
55.93467,81,13.53051
55.585416,75,13.698043
42.595561,82,13.876858
37.053025,206,14.300791
34.538535,89,14.500583
19.967869,129,14.80237
125.919143,63,14.976305
22.763063,116,15.213681
61.715452,67,15.403884
23.01744,117,25.154719
81.694051,26,25.320976
65.334416,47,25.584189
73.864017,64,25.77283
57.835972,32,25.897154
52.002463,91,26.096024
84.941836,75,26.429972
95.071265,22,26.652547
77.727905,54,26.857072
96.201143,84,27.101621
83.907555,69,27.287208
70.807107,106,27.53247
45.196573,76,27.7446
21.031692,207,28.172456
69.710236,47,28.415982
91.89899,55,28.646629
33.48942,125,28.959856
43.455685,57,29.136889
55.890462,56,29.329934
31.699227,122,29.696614
51.801424,43,30.011949
16.312169,137,30.466546
81.341285,75,30.727469
82.357399,51,30.892894
42.747698,74,31.109416
48.568741,124,31.760149
72.575437,43,31.982015
56.408643,71,32.232187
49.87629,70,32.51953
57.698579,110,32.788624
97.751981,64,32.978745
55.027797,119,33.228185
94.441318,41,33.383643
56.802228,53,33.574247
82.390543,31,33.7492
47.23793,73,33.940392
119.480527,32,34.09504
71.154243,183,34.490274
46.730394,85,34.682315
31.672992,129,34.942278
96.973268,51,35.094272
85.186905,47,35.247537
68.73895,48,35.397975
67.328606,76,35.695363
73.164111,52,36.152886
68.848097,44,36.432165
126.88863,57,36.764011
51.651083,112,37.16363
86.123621,27,37.452214
55.969624,54,37.755754
94.666909,40,38.129433
43.4177,88,38.404768
39.694347,92,38.633848
72.338126,42,38.869905
38.943273,90,39.455602
65.501214,33,39.61968
33.382489,133,40.165274
48.176623,68,40.386664
42.622775,62,40.590894
86.27749,32,40.773932
56.038201,75,41.171834
61.864124,30,42.068258
74.893938,34,42.622926
71.878726,96,43.249268
111.217086,58,43.821531
46.866967,121,44.699055
61.670467,65,45.006462
30.40892,88,45.437365
41.572124,88,45.79692
62.145427,24,56.137107
57.242688,95,56.415381
84.654944,72,56.612072
57.520231,122,56.902946
80.975514,40,57.043055
98.42564,31,57.184517
9.761242,169,57.838283
70.771121,79,58.124329
69.554405,23,58.254312
91.104159,93,58.576198
14.172381,136,58.847858
48.356527,68,59.266516
51.927613,71,59.464375
41.070197,105,59.699514
77.127117,65,59.926601
54.799631,73,60.119986
59.536781,27,60.256236
73.299192,59,60.435677
61.125803,38,60.567742
7.077883,150,60.886545
55.074765,53,61.076703
102.471097,30,61.233865
31.993927,120,61.501681
51.425832,97,61.721225
28.936237,128,62.051817
59.521967,50,62.239025
63.782425,69,62.468202
84.067785,32,62.632631
109.910291,45,62.786459
73.785532,43,63.019926
101.687813,76,63.210614
65.574886,47,63.385844
61.757182,84,63.58603
72.737474,91,63.824745
63.492006,47,63.99153
56.998084,39,64.139796
122.573435,19,64.268188
111.338964,87,64.530801
54.811632,95,64.749622
43.875046,96,64.965075
83.132768,31,65.088534
80.873875,68,65.258947
54.204166,131,65.601353
49.752645,95,65.835144
60.692803,118,66.094028
69.8008,97,66.33032
66.087587,53,66.497258
78.523126,46,66.668855
64.661936,65,66.84268
118.701526,66,67.065656
46.651551,76,67.279423
60.58104,48,67.560188
127.865456,41,67.696612
61.16525,93,67.956501
26.538035,155,68.38421
50.671797,54,68.599801
59.255081,100,68.849167
117.21837,53,69.079489
7.552276,231,69.588748
48.187607,68,69.959284
59.71689,46,70.158571
70.558206,49,70.38874
49.796608,43,70.533948
104.217085,27,70.652883
55.647865,54,70.830996
90.287587,16,70.943734
-0.331324,184,71.299363
86.178802,21,83.138364
47.723944,82,83.466119
117.965767,36,83.686553
54.261865,55,83.941345
56.507398,52,84.199784
91.953896,20,84.559611
80.473852,40,84.802955
60.15062,37,85.029975
41.649907,103,85.411311
72.875797,49,85.655265
111.375115,74,85.943614
63.725297,95,86.298563
80.247396,41,86.553937
68.691605,40,86.810565
96.799698,40,87.095166
80.462483,42,87.339967
87.12383,32,87.553684
82.433797,126,87.949417
73.476035,48,88.24644
54.43621,71,88.780349
57.043462,90,89.026175
61.156567,73,89.231003
78.561448,47,89.422522
55.712501,80,89.668983
91.128813,60,89.848223
68.819075,88,90.060297
76.312883,34,90.227069
56.936964,36,90.381039
106.276544,51,90.580146
67.639604,39,90.736186
64.624424,110,90.97913
55.998136,48,91.142902
77.015533,57,91.338691
89.035862,37,91.503782
61.146771,48,91.665139
54.763065,55,91.868064
108.745221,27,92.005966
65.576289,99,92.259809
115.688918,40,92.408514
51.208322,88,92.638002
78.919147,46,92.814512
90.660135,25,92.941256
117.997966,48,93.104352
54.625689,76,93.307131
95.173068,35,93.482584
104.194353,42,93.611599
63.944234,52,93.786955
134.934819,17,93.902333
84.654395,34,94.028644
37.731877,185,94.387157
36.431383,175,94.702489
77.818494,40,94.864859
97.728082,37,95.045396
68.881963,74,95.216143
60.671631,59,95.418144
56.392731,61,95.592809
57.21612,67,95.768017
58.884052,34,95.932565
119.482478,75,96.125411
36.433339,91,96.356679
86.745889,32,96.491773
64.035136,64,96.669461
60.528668,81,96.905095
58.152329,33,97.042346
66.771637,59,97.24921
64.984817,79,97.442123
52.565751,46,97.598784
77.539731,53,97.780434
46.311118,118,98.016491
79.844204,56,98.20605
44.924364,66,98.383796
52.501461,45,98.564475
56.102998,54,98.739511
52.290176,57,98.901315
74.479265,43,99.354535
90.071564,86,99.627731
52.642483,55,99.783583
70.07786,50,99.978626
77.658668,49,100.135198
77.037264,16,100.269607
56.344515,75,100.484174
76.617149,70,100.691555
37.725003,127,100.974729
86.555865,30,110.689028
77.267808,45,110.852181
67.100414,77,111.042068
117.952177,24,111.202362
57.095183,41,111.350018
50.908498,43,111.526308
61.967527,48,111.691263
45.016596,95,112.009749
81.777734,51,112.294075
35.175021,114,112.626555
65.512207,20,112.777449
41.434053,67,112.968894
51.813243,52,113.292994
71.920483,23,113.437696
102.144364,23,113.5535
72.201094,44,113.714879
16.36365,119,114.006697
58.245827,53,114.183005
107.94056,36,114.35604
3.535366,158,114.678057
47.964122,93,114.905841
55.772144,86,115.131228
80.449856,29,115.264841
84.707254,50,115.419887
39.097313,128,115.719892
39.860926,75,115.937383
110.453775,81,116.119354
47.775115,52,116.299431
17.703863,188,116.690807
61.581585,56,116.893242
47.530398,55,117.049704
53.463857,62,117.253853
62.362265,57,117.4458
39.992944,62,117.62157
93.562245,40,117.760251
64.896578,27,117.88749
52.079921,82,118.11818
61.678891,32,118.263584
97.541987,41,118.443309
97.058458,43,118.591745
113.434313,47,119.648764
59.891353,66,120.20307
51.593526,57,120.600235
102.550216,30,120.833939
37.019965,110,121.265241
58.913663,43,121.444995
89.087969,74,121.648318
64.2814,26,121.815214
58.305599,18,121.932221
41.128636,73,122.149247
127.037342,59,122.34865
50.607216,49,122.520222
