#{"t_start": 1775339357.602877, "env_id": "None"}
r,l,t
59.915617,59,2.728045
75.373294,81,2.873827
112.177478,92,3.094063
75.236928,105,3.378289
45.663293,130,3.624676
47.694777,108,3.894685
58.499846,86,4.070361
76.343987,60,4.271741
52.16844,105,4.487166
56.446054,91,4.73012
66.097945,48,4.895518
66.614551,57,5.056387
23.045358,227,5.448509
83.85475,44,5.603117
54.696313,77,5.804577
105.178542,21,5.936415
80.523774,49,6.115897
68.630087,136,6.394921
78.770511,72,6.738422
63.852365,50,6.936465
71.582128,135,7.194551
78.150077,111,7.435743
64.667169,218,7.81578
94.423696,19,7.932207
90.257082,107,8.153562
75.394803,100,8.404784
125.929625,31,8.535301
84.853753,33,8.673027
84.90068,78,8.868522
66.368038,72,9.066741
89.643425,63,9.258385
91.890846,47,9.438341
64.723004,26,9.578508
59.111559,104,9.914026
79.404415,62,10.096706
75.533413,76,10.326518
101.900332,85,10.549427
51.958245,107,10.811233
63.198287,81,10.992066
38.250479,189,11.340469
75.909102,74,11.525856
49.016754,226,11.944867
74.543261,105,12.165683
100.363781,68,12.369102
56.895658,59,12.546981
68.645499,87,12.746831
45.180327,101,12.976443
62.193019,128,13.238712
93.655865,133,13.494424
116.275074,68,13.678681
41.620783,158,14.088056
57.481568,36,14.295398
96.056326,88,14.561044
100.565684,41,14.744046
90.662766,74,14.977539
52.084259,115,25.271446
85.604041,93,25.555614
79.545723,53,25.766641
65.028253,42,25.941427
45.677676,173,26.310465
65.409935,61,26.513407
119.055182,82,26.751815
59.749149,68,26.941344
61.418243,40,27.110826
63.272356,106,27.341102
62.319107,82,27.621941
48.692113,154,28.006549
64.389604,132,28.306482
68.429566,133,28.622862
65.465398,147,28.947199
81.90436,56,29.122425
58.712714,43,29.29617
85.135025,83,29.508509
99.058458,68,29.702708
54.224352,75,29.986603
86.289104,39,30.14813
93.114312,25,30.287631
39.886917,132,30.595401
81.945527,28,30.747497
62.272317,106,31.010917
58.647938,114,31.29706
54.224098,61,31.486299
75.198031,188,31.885553
45.285433,95,32.160375
64.422113,92,32.388153
72.077884,104,32.681093
69.411535,23,32.816816
110.684029,35,32.950512
88.687225,44,33.167515
76.652248,114,33.452281
56.61293,126,33.730524
63.661587,77,33.934853
88.486919,64,34.247476
81.729374,60,34.454809
71.490636,73,34.669936
70.621603,71,34.86697
86.019801,43,35.085346
63.37813,55,35.272474
83.293799,71,35.478516
82.067972,56,35.671432
61.170361,96,35.907436
48.454903,140,36.214645
54.35212,91,36.422428
68.75951,47,36.57767
60.412403,95,37.046807
64.049315,56,37.23376
67.695082,33,37.378289
53.655409,65,37.553962
45.269853,121,37.849126
65.790112,107,38.104606
64.106822,50,38.323995
89.41799,39,38.480062
105.633841,42,38.656422
65.261991,71,38.908489
69.203687,41,39.04413
84.362994,36,39.216374
56.919567,124,39.537882
55.846961,73,39.769968
83.485887,96,50.179164
56.042257,50,50.382636
83.403991,48,50.579605
55.527346,59,50.780437
59.565512,54,51.000618
57.149248,53,51.187775
55.34419,97,51.544358
56.100874,111,51.983788
59.638697,110,52.332773
85.75749,22,52.465207
66.765073,71,52.66812
110.033082,36,52.881369
57.333221,119,53.197647
55.203528,118,53.526233
68.732376,73,53.752935
58.147188,100,54.041312
83.782957,77,54.244185
73.482132,115,54.54102
56.71441,98,54.775287
63.558637,82,54.984814
47.063721,103,55.227166
81.782892,82,55.451103
110.083342,39,55.627968
