#{"t_start": 1775335687.7178662, "env_id": "None"}
r,l,t
14.538273,117,3.128329
51.37039,64,3.308827
50.201543,50,3.484694
85.714339,13,3.607104
-6.59635,227,4.059034
45.136027,115,4.337803
70.223326,63,4.548156
77.45194,62,4.752543
61.419231,52,4.935945
41.592614,90,5.165978
86.430917,61,5.376464
13.669594,132,5.655032
132.334513,54,5.862721
82.43653,34,5.991988
57.928729,74,6.193033
36.666313,86,6.402807
37.603633,118,6.674831
63.896666,69,6.88123
91.745731,84,7.104181
82.797666,27,7.25375
59.370183,41,7.428305
77.703674,53,7.586756
72.117425,31,7.771848
57.046432,54,7.964513
77.800618,34,8.138248
81.351065,58,8.30666
46.624509,60,8.507043
72.743672,79,8.763762
79.303731,58,8.946595
62.386825,75,9.15474
21.014082,130,9.451887
47.291612,69,9.647281
40.01739,115,9.913893
58.965725,69,10.132918
23.083737,180,10.497111
44.775492,69,10.678155
39.774148,106,10.948918
80.547602,45,11.112076
43.439699,83,11.305418
89.648721,86,11.516389
92.238093,42,11.69866
42.677219,120,11.996683
16.914181,178,12.376195
41.801874,100,12.873021
5.36874,271,13.420743
63.983935,49,13.580058
64.309387,44,13.753176
48.141477,116,14.044179
101.535934,58,14.249763
94.242779,52,14.415133
56.288844,89,14.661382
-5.271018,237,15.128683
19.238183,218,15.572049
45.03095,144,15.881417
20.642294,176,16.249511
65.418128,45,24.991148
80.020155,29,25.129725
52.623735,64,25.341102
54.883004,64,25.557725
54.5756,92,25.783787
41.815921,81,26.002918
77.035896,57,26.187606
106.387177,64,26.377547
45.160981,171,26.72105
39.538148,94,26.955307
62.076808,70,27.167576
66.491011,79,27.417675
61.269258,75,27.620932
84.424428,89,27.832918
104.896242,51,27.988104
51.558881,100,28.24177
57.785927,48,28.428789
62.982689,40,28.580141
57.107247,41,28.758676
67.748012,21,28.912686
55.348956,89,29.179183
79.1199,41,29.343025
56.212279,78,29.568563
86.325309,39,29.733711
70.132668,112,29.97409
102.487843,36,30.141219
72.49778,61,30.318436
77.430108,48,30.519536
36.646079,91,30.768326
71.530001,104,31.015442
54.577467,54,31.188458
41.696662,95,31.411938
